-181.3749,105.0991
-91.00567,131.1916
-208.4221,28.7307
-129.5081,33.82192
82.41425,75.18813
16.86469,29.3671
-22.59232,-11.36271
-100.8699,-17.09035
-74.14098,77.09734
15.59188,100.6443
54.41246,37.00394
-74.14098,14.72981
-43.59362,45.91358
-91.32388,35.09473
-200.7852,-3.089471
-205.2401,-35.54604
-60.14011,-90.91312
112.9616,-24.09078
131.4173,5.183766
144.7817,124.1912
97.68793,162.3754
-64.59492,143.9197
-231.969,112.0995
-240.2422,87.91619
-272.6988,19.18465
-286.6997,-45.09208
-217.9681,-74.36664
-78.59582,-141.8254
132.0537,-62.27497
158.1462,66.91489
